stem,Adams filtration,weight,tautorsion,side,name,name_occurrence
63,20,38,1,machine,{20-148},1
63,20,38,1,machine,{20-149},1
63,21,37,1,machine,{21-146},1
63,21,37,1,machine,{21-148},1
63,21,41,1,machine,{21-150},1
63,22,36,1,machine,{22-141},1
63,22,36,1,machine,{22-143},1
63,22,40,1,machine,{22-144},1
63,23,39,1,machine,{23-140},1
63,23,39,1,machine,{23-142},1
63,24,38,1,machine,{24-136},1
63,24,38,1,machine,{24-138},1
63,24,42,1,machine,{24-140},1
63,24,42,1,machine,{24-141},1
63,25,37,1,machine,{25-132},1
63,25,37,1,machine,{25-134},1
63,25,41,1,machine,{25-135},1
63,25,41,1,machine,{25-137},1
63,26,36,1,machine,{26-125},1
63,26,40,1,machine,{26-127},1
63,26,40,1,machine,{26-129},1
63,27,35,1,machine,{27-117},1
63,27,39,1,machine,{27-119},1
63,27,43,1,machine,{27-122},1
63,28,34,1,machine,{28-111},1
63,28,38,1,machine,{28-113},1
63,28,42,1,machine,{28-115},1
63,28,42,1,machine,{28-117},1
63,29,37,1,machine,{29-107},1
63,29,41,1,machine,{29-109},1
63,29,41,1,machine,{29-111},1
63,29,45,1,machine,{29-112},1
63,30,36,1,machine,{30-99},1
63,30,40,1,machine,{30-101},1
63,30,44,1,machine,{30-103},1
63,30,44,1,machine,{30-105},1
63,31,39,1,machine,{31-93},1
63,31,43,1,machine,{31-95},1
63,32,38,1,machine,{32-86},1
63,32,42,1,machine,{32-88},1
63,32,46,1,machine,{32-90},1
63,33,37,1,machine,{33-79},1
63,33,41,1,machine,{33-80},1
63,33,45,1,machine,{33-82},1
63,33,45,1,machine,{33-84},1
63,34,36,1,machine,{34-72},1
63,34,40,1,machine,{34-73},1
63,34,44,1,machine,{34-75},1
63,34,48,1,machine,{34-77},1
63,35,35,1,machine,{35-66},1
63,35,43,1,machine,{35-68},1
63,35,47,1,machine,{35-70},1
63,36,42,1,machine,{36-62},1
63,36,46,1,machine,{36-64},1
63,37,41,1,machine,{37-57},1
63,37,45,1,machine,{37-58},1
63,37,49,1,machine,{37-60},1
63,38,40,1,machine,{38-51},1
63,38,44,1,machine,{38-52},1
63,38,48,1,machine,{38-54},1
63,39,39,1,machine,{39-47},1
63,39,47,1,machine,{39-49},1
63,40,46,1,machine,{40-44},1
63,40,50,1,machine,{40-46},1
63,41,45,1,machine,{41-40},1
63,41,49,1,machine,{41-41},1
63,42,44,1,machine,{42-36},1
63,42,48,1,machine,{42-37},1
63,43,43,1,machine,{43-32},1
63,43,51,1,machine,{43-34},1
63,44,50,1,machine,{44-30},1
63,45,49,1,machine,{45-27},1
63,45,53,1,machine,{45-28},1
63,46,48,1,machine,{46-23},1
63,46,52,1,machine,{46-24},1
63,47,47,1,machine,{47-21},1
63,48,54,1,machine,{48-19},1
63,49,53,1,machine,{49-17},1
63,50,52,1,machine,{50-14},1
63,50,56,1,machine,{50-15},1
63,51,51,1,machine,{51-12},1
63,53,57,1,machine,{53-10},1
63,54,56,1,machine,{54-8},1
63,55,55,1,machine,{55-7},1
63,58,60,1,machine,{58-4},1
63,59,59,1,machine,{59-3},1
63,63,63,1,machine,{63-1},1
64,12,36,1,machine,{12-111},1
64,15,37,1,machine,{15-135},1
64,16,36,1,machine,{16-143},1
64,16,36,1,machine,{16-145},1
64,17,39,1,machine,{17-152},1
64,18,38,1,machine,{18-152},1
64,18,38,1,machine,{18-154},1
64,20,36,1,machine,{20-153},1
64,20,40,1,machine,{20-154},1
64,20,40,1,machine,{20-157},1
64,21,35,1,machine,{21-153},1
64,21,39,1,machine,{21-155},1
64,21,39,1,machine,{21-157},1
64,21,39,1,machine,{21-158},1
64,22,38,1,machine,{22-151},1
64,22,38,1,machine,{22-153},1
64,22,42,1,machine,{22-155},1
64,23,37,1,machine,{23-145},1
64,23,37,1,machine,{23-147},1
64,23,41,1,machine,{23-148},1
64,24,36,1,machine,{24-143},1
64,24,40,1,machine,{24-146},1
64,24,40,1,machine,{24-148},1
64,25,39,1,machine,{25-142},1
64,25,39,1,machine,{25-144},1
64,25,43,1,machine,{25-146},1
64,25,43,1,machine,{25-147},1
64,26,38,1,machine,{26-134},1
64,26,38,1,machine,{26-136},1
64,26,42,1,machine,{26-137},1
64,26,42,1,machine,{26-139},1
64,27,37,1,machine,{27-126},1
64,27,41,1,machine,{27-128},1
64,27,41,1,machine,{27-130},1
64,28,36,1,machine,{28-120},1
64,28,40,1,machine,{28-122},1
64,28,44,1,machine,{28-125},1
64,29,35,1,machine,{29-114},1
64,29,39,1,machine,{29-116},1
64,29,43,1,machine,{29-118},1
64,29,43,1,machine,{29-120},1
64,30,38,1,machine,{30-108},1
64,30,42,1,machine,{30-110},1
64,30,42,1,machine,{30-112},1
64,30,46,1,machine,{30-113},1
64,31,37,1,machine,{31-100},1
64,31,41,1,machine,{31-102},1
64,31,45,1,machine,{31-104},1
64,31,45,1,machine,{31-106},1
64,32,40,1,machine,{32-94},1
64,32,44,1,machine,{32-96},1
64,33,39,1,machine,{33-86},1
64,33,43,1,machine,{33-88},1
64,33,47,1,machine,{33-90},1
64,34,38,1,machine,{34-79},1
64,34,42,1,machine,{34-80},1
64,34,46,1,machine,{34-82},1
64,34,46,1,machine,{34-84},1
64,35,37,1,machine,{35-72},1
64,35,41,1,machine,{35-73},1
64,35,45,1,machine,{35-75},1
64,35,49,1,machine,{35-77},1
64,36,36,1,machine,{36-66},1
64,36,44,1,machine,{36-68},1
64,36,48,1,machine,{36-70},1
64,37,43,1,machine,{37-62},1
64,37,47,1,machine,{37-64},1
64,38,42,1,machine,{38-57},1
64,38,46,1,machine,{38-58},1
64,38,50,1,machine,{38-60},1
64,39,41,1,machine,{39-51},1
64,39,45,1,machine,{39-52},1
64,39,49,1,machine,{39-54},1
64,40,40,1,machine,{40-47},1
64,40,48,1,machine,{40-49},1
64,41,47,1,machine,{41-44},1
64,41,51,1,machine,{41-46},1
64,42,46,1,machine,{42-40},1
64,42,50,1,machine,{42-41},1
64,43,45,1,machine,{43-36},1
64,43,49,1,machine,{43-37},1
64,44,44,1,machine,{44-32},1
64,44,52,1,machine,{44-34},1
64,45,51,1,machine,{45-30},1
64,46,50,1,machine,{46-27},1
64,46,54,1,machine,{46-28},1
64,47,49,1,machine,{47-23},1
64,47,53,1,machine,{47-24},1
64,48,48,1,machine,{48-21},1
64,49,55,1,machine,{49-19},1
64,50,54,1,machine,{50-17},1
64,51,53,1,machine,{51-14},1
64,51,57,1,machine,{51-15},1
64,52,52,1,machine,{52-12},1
64,54,58,1,machine,{54-10},1
64,55,57,1,machine,{55-8},1
64,56,56,1,machine,{56-7},1
64,59,61,1,machine,{59-4},1
64,60,60,1,machine,{60-3},1
64,64,64,1,machine,{64-1},1
65,13,37,1,machine,{13-124},1
65,16,38,1,machine,{16-150},1
65,17,37,1,machine,{17-156},1
65,17,37,1,machine,{17-158},1
65,18,36,1,machine,{18-157},1
65,18,36,1,machine,{18-159},1
65,18,40,1,machine,{18-158},1
65,19,39,1,machine,{19-157},1
65,19,39,1,machine,{19-159},1
65,20,38,1,machine,{20-159},1
65,20,38,1,machine,{20-162},1
65,21,37,1,machine,{21-162},1
65,21,41,1,machine,{21-163},1
65,21,41,1,machine,{21-166},1
65,22,36,1,machine,{22-158},1
65,22,40,1,machine,{22-160},1
65,22,40,1,machine,{22-162},1
65,22,40,1,machine,{22-163},1
65,23,39,1,machine,{23-155},1
65,23,39,1,machine,{23-157},1
65,23,43,1,machine,{23-159},1
65,24,38,1,machine,{24-151},1
65,24,38,1,machine,{24-153},1
65,24,42,1,machine,{24-154},1
65,25,37,1,machine,{25-148},1
65,25,41,1,machine,{25-151},1
65,25,41,1,machine,{25-153},1
65,26,36,1,machine,{26-140},1
65,26,40,1,machine,{26-142},1
65,26,40,1,machine,{26-144},1
65,26,44,1,machine,{26-146},1
65,26,44,1,machine,{26-147},1
65,27,39,1,machine,{27-134},1
65,27,39,1,machine,{27-136},1
65,27,43,1,machine,{27-137},1
65,27,43,1,machine,{27-139},1
65,28,38,1,machine,{28-129},1
65,28,42,1,machine,{28-131},1
65,28,42,1,machine,{28-133},1
65,29,37,1,machine,{29-122},1
65,29,41,1,machine,{29-124},1
65,29,45,1,machine,{29-127},1
65,30,36,1,machine,{30-114},1
65,30,40,1,machine,{30-116},1
65,30,44,1,machine,{30-118},1
65,30,44,1,machine,{30-120},1
65,31,39,1,machine,{31-108},1
65,31,43,1,machine,{31-110},1
65,31,43,1,machine,{31-112},1
65,31,47,1,machine,{31-113},1
65,32,38,1,machine,{32-100},1
65,32,42,1,machine,{32-102},1
65,32,46,1,machine,{32-104},1
65,32,46,1,machine,{32-106},1
65,33,41,1,machine,{33-94},1
65,33,45,1,machine,{33-96},1
65,34,40,1,machine,{34-86},1
65,34,44,1,machine,{34-88},1
65,34,48,1,machine,{34-90},1
65,35,39,1,machine,{35-79},1
65,35,43,1,machine,{35-80},1
65,35,47,1,machine,{35-82},1
65,35,47,1,machine,{35-84},1
65,36,38,1,machine,{36-72},1
65,36,42,1,machine,{36-73},1
65,36,46,1,machine,{36-75},1
65,36,50,1,machine,{36-77},1
65,37,37,1,machine,{37-66},1
65,37,45,1,machine,{37-68},1
65,37,49,1,machine,{37-70},1
65,38,44,1,machine,{38-62},1
65,38,48,1,machine,{38-64},1
65,39,43,1,machine,{39-57},1
65,39,47,1,machine,{39-58},1
65,39,51,1,machine,{39-60},1
65,40,42,1,machine,{40-51},1
65,40,46,1,machine,{40-52},1
65,40,50,1,machine,{40-54},1
65,41,41,1,machine,{41-47},1
65,41,49,1,machine,{41-49},1
65,42,48,1,machine,{42-44},1
65,42,52,1,machine,{42-46},1
65,43,47,1,machine,{43-40},1
65,43,51,1,machine,{43-41},1
65,44,46,1,machine,{44-36},1
65,44,50,1,machine,{44-37},1
65,45,45,1,machine,{45-32},1
65,45,53,1,machine,{45-34},1
65,46,52,1,machine,{46-30},1
65,47,51,1,machine,{47-27},1
65,47,55,1,machine,{47-28},1
65,48,50,1,machine,{48-23},1
65,48,54,1,machine,{48-24},1
65,49,49,1,machine,{49-21},1
65,50,56,1,machine,{50-19},1
65,51,55,1,machine,{51-17},1
65,52,54,1,machine,{52-14},1
65,52,58,1,machine,{52-15},1
65,53,53,1,machine,{53-12},1
65,55,59,1,machine,{55-10},1
65,56,58,1,machine,{56-8},1
65,57,57,1,machine,{57-7},1
65,60,62,1,machine,{60-4},1
65,61,61,1,machine,{61-3},1
65,65,65,1,machine,{65-1},1
66,14,38,1,machine,{14-135},1
66,16,36,1,machine,{16-153},1
66,17,39,1,machine,{17-164},1
66,18,38,1,machine,{18-164},1
66,18,38,1,machine,{18-166},1
66,19,37,1,machine,{19-163},1
66,19,37,1,machine,{19-165},1
66,19,41,1,machine,{19-164},1
66,20,36,1,machine,{20-166},1
66,20,40,1,machine,{20-168},1
66,20,40,1,machine,{20-170},1
66,21,39,1,machine,{21-169},1
66,21,39,1,machine,{21-172},1
66,22,38,1,machine,{22-165},1
66,22,38,1,machine,{22-167},1
66,22,42,1,machine,{22-168},1
66,22,42,1,machine,{22-171},1
66,23,41,1,machine,{23-164},1
66,23,41,1,machine,{23-166},1
66,23,41,1,machine,{23-167},1
66,24,36,1,machine,{24-160},1
66,24,40,1,machine,{24-161},1
66,24,40,1,machine,{24-163},1
66,24,44,1,machine,{24-165},1
66,25,39,1,machine,{25-156},1
66,25,39,1,machine,{25-158},1
66,25,43,1,machine,{25-159},1
66,26,38,1,machine,{26-149},1
66,26,42,1,machine,{26-152},1
66,26,42,1,machine,{26-154},1
66,27,37,1,machine,{27-140},1
66,27,41,1,machine,{27-142},1
66,27,41,1,machine,{27-144},1
66,27,45,1,machine,{27-146},1
66,27,45,1,machine,{27-147},1
66,28,36,1,machine,{28-135},1
66,28,40,1,machine,{28-137},1
66,28,40,1,machine,{28-139},1
66,28,44,1,machine,{28-140},1
66,28,44,1,machine,{28-142},1
66,29,39,1,machine,{29-132},1
66,29,43,1,machine,{29-134},1
66,29,43,1,machine,{29-136},1
66,30,38,1,machine,{30-123},1
66,30,42,1,machine,{30-125},1
66,30,46,1,machine,{30-128},1
66,31,37,1,machine,{31-114},1
66,31,41,1,machine,{31-116},1
66,31,45,1,machine,{31-118},1
66,31,45,1,machine,{31-120},1
66,32,36,1,machine,{32-107},1
66,32,40,1,machine,{32-108},1
66,32,44,1,machine,{32-110},1
66,32,44,1,machine,{32-112},1
66,32,48,1,machine,{32-113},1
66,33,35,1,machine,{33-99},1
66,33,39,1,machine,{33-100},1
66,33,43,1,machine,{33-102},1
66,33,47,1,machine,{33-104},1
66,33,47,1,machine,{33-106},1
66,34,42,1,machine,{34-94},1
66,34,46,1,machine,{34-96},1
66,35,41,1,machine,{35-86},1
66,35,45,1,machine,{35-88},1
66,35,49,1,machine,{35-90},1
66,36,40,1,machine,{36-79},1
66,36,44,1,machine,{36-80},1
66,36,48,1,machine,{36-82},1
66,36,48,1,machine,{36-84},1
66,37,39,1,machine,{37-72},1
66,37,43,1,machine,{37-73},1
66,37,47,1,machine,{37-75},1
66,37,51,1,machine,{37-77},1
66,38,38,1,machine,{38-66},1
66,38,46,1,machine,{38-68},1
66,38,50,1,machine,{38-70},1
66,39,45,1,machine,{39-62},1
66,39,49,1,machine,{39-64},1
66,40,44,1,machine,{40-57},1
66,40,48,1,machine,{40-58},1
66,40,52,1,machine,{40-60},1
66,41,43,1,machine,{41-51},1
66,41,47,1,machine,{41-52},1
66,41,51,1,machine,{41-54},1
66,42,42,1,machine,{42-47},1
66,42,50,1,machine,{42-49},1
66,43,49,1,machine,{43-44},1
66,43,53,1,machine,{43-46},1
66,44,48,1,machine,{44-40},1
66,44,52,1,machine,{44-41},1
66,45,47,1,machine,{45-36},1
66,45,51,1,machine,{45-37},1
66,46,46,1,machine,{46-32},1
66,46,54,1,machine,{46-34},1
66,47,53,1,machine,{47-30},1
66,48,52,1,machine,{48-27},1
66,48,56,1,machine,{48-28},1
66,49,51,1,machine,{49-23},1
66,49,55,1,machine,{49-24},1
66,50,50,1,machine,{50-21},1
66,51,57,1,machine,{51-19},1
66,52,56,1,machine,{52-17},1
66,53,55,1,machine,{53-14},1
66,53,59,1,machine,{53-15},1
66,54,54,1,machine,{54-12},1
66,56,60,1,machine,{56-10},1
66,57,59,1,machine,{57-8},1
66,58,58,1,machine,{58-7},1
66,61,63,1,machine,{61-4},1
66,62,62,1,machine,{62-3},1
67,15,39,1,machine,{15-146},1
67,16,38,1,machine,{16-156},1
67,17,37,1,machine,{17-168},1
67,18,40,1,machine,{18-170},1
67,18,40,1,machine,{18-172},1
67,20,38,1,machine,{20-175},1
67,20,38,1,machine,{20-177},1
67,20,42,1,machine,{20-176},1
67,21,37,1,machine,{21-176},1
67,21,41,1,machine,{21-178},1
67,21,41,1,machine,{21-180},1
67,22,36,1,machine,{22-173},1
67,22,40,1,machine,{22-174},1
67,22,40,1,machine,{22-177},1
67,23,39,1,machine,{23-169},1
67,23,39,1,machine,{23-171},1
67,23,43,1,machine,{23-172},1
67,23,43,1,machine,{23-175},1
67,24,38,1,machine,{24-166},1
67,24,38,1,machine,{24-168},1
67,24,42,1,machine,{24-170},1
67,24,42,1,machine,{24-172},1
67,24,42,1,machine,{24-173},1
67,25,37,1,machine,{25-166},1
67,25,41,1,machine,{25-167},1
67,25,41,1,machine,{25-169},1
67,25,45,1,machine,{25-171},1
67,26,40,1,machine,{26-158},1
67,26,40,1,machine,{26-160},1
67,26,44,1,machine,{26-161},1
67,27,39,1,machine,{27-150},1
67,27,43,1,machine,{27-153},1
67,27,43,1,machine,{27-155},1
67,28,38,1,machine,{28-144},1
67,28,42,1,machine,{28-146},1
67,28,42,1,machine,{28-148},1
67,28,46,1,machine,{28-150},1
67,28,46,1,machine,{28-151},1
67,29,37,1,machine,{29-138},1
67,29,41,1,machine,{29-140},1
67,29,41,1,machine,{29-142},1
67,29,45,1,machine,{29-143},1
67,29,45,1,machine,{29-145},1
67,30,36,1,machine,{30-130},1
67,30,40,1,machine,{30-132},1
67,30,44,1,machine,{30-134},1
67,30,44,1,machine,{30-136},1
67,31,39,1,machine,{31-123},1
67,31,43,1,machine,{31-125},1
67,31,47,1,machine,{31-128},1
67,32,38,1,machine,{32-115},1
67,32,42,1,machine,{32-117},1
67,32,46,1,machine,{32-119},1
67,32,46,1,machine,{32-121},1
67,33,37,1,machine,{33-107},1
67,33,41,1,machine,{33-108},1
67,33,45,1,machine,{33-110},1
67,33,45,1,machine,{33-112},1
67,33,49,1,machine,{33-113},1
67,34,36,1,machine,{34-99},1
67,34,40,1,machine,{34-100},1
67,34,44,1,machine,{34-102},1
67,34,48,1,machine,{34-104},1
67,34,48,1,machine,{34-106},1
67,35,43,1,machine,{35-94},1
67,35,47,1,machine,{35-96},1
67,36,42,1,machine,{36-86},1
67,36,46,1,machine,{36-88},1
67,36,50,1,machine,{36-90},1
67,37,41,1,machine,{37-79},1
67,37,45,1,machine,{37-80},1
67,37,49,1,machine,{37-82},1
67,37,49,1,machine,{37-84},1
67,38,40,1,machine,{38-72},1
67,38,44,1,machine,{38-73},1
67,38,48,1,machine,{38-75},1
67,38,52,1,machine,{38-77},1
67,39,39,1,machine,{39-66},1
67,39,47,1,machine,{39-68},1
67,39,51,1,machine,{39-70},1
67,40,46,1,machine,{40-62},1
67,40,50,1,machine,{40-64},1
67,41,45,1,machine,{41-57},1
67,41,49,1,machine,{41-58},1
67,41,53,1,machine,{41-60},1
67,42,44,1,machine,{42-51},1
67,42,48,1,machine,{42-52},1
67,42,52,1,machine,{42-54},1
67,43,43,1,machine,{43-47},1
67,43,51,1,machine,{43-49},1
67,44,50,1,machine,{44-44},1
67,44,54,1,machine,{44-46},1
67,45,49,1,machine,{45-40},1
67,45,53,1,machine,{45-41},1
67,46,48,1,machine,{46-36},1
67,46,52,1,machine,{46-37},1
67,47,47,1,machine,{47-32},1
67,47,55,1,machine,{47-34},1
67,48,54,1,machine,{48-30},1
67,49,53,1,machine,{49-27},1
67,49,57,1,machine,{49-28},1
67,50,52,1,machine,{50-23},1
67,50,56,1,machine,{50-24},1
67,51,51,1,machine,{51-21},1
67,52,58,1,machine,{52-19},1
67,53,57,1,machine,{53-17},1
67,54,56,1,machine,{54-14},1
67,54,60,1,machine,{54-15},1
67,55,55,1,machine,{55-12},1
67,57,61,1,machine,{57-10},1
67,58,60,1,machine,{58-8},1
67,59,59,1,machine,{59-7},1
67,62,64,1,machine,{62-4},1
67,63,63,1,machine,{63-3},1
68,14,38,1,machine,{14-142},1
68,16,40,1,machine,{16-162},1
68,17,39,1,machine,{17-171},1
68,18,38,1,machine,{18-174},1
68,18,38,1,machine,{18-176},1
68,19,41,1,machine,{19-177},1
68,19,41,1,machine,{19-179},1
68,20,40,1,machine,{20-180},1
68,20,40,1,machine,{20-183},1
68,20,40,1,machine,{20-185},1
68,21,39,1,machine,{21-186},1
68,21,39,1,machine,{21-188},1
68,21,43,1,machine,{21-187},1
68,22,38,1,machine,{22-182},1
68,22,42,1,machine,{22-184},1
68,22,42,1,machine,{22-186},1
68,23,37,1,machine,{23-178},1
68,23,41,1,machine,{23-179},1
68,23,41,1,machine,{23-182},1
68,24,40,1,machine,{24-176},1
68,24,40,1,machine,{24-178},1
68,24,44,1,machine,{24-179},1
68,24,44,1,machine,{24-182},1
68,25,39,1,machine,{25-172},1
68,25,39,1,machine,{25-174},1
68,25,43,1,machine,{25-176},1
68,25,43,1,machine,{25-178},1
68,25,43,1,machine,{25-179},1
68,26,38,1,machine,{26-165},1
68,26,38,1,machine,{26-167},1
68,26,42,1,machine,{26-168},1
68,26,42,1,machine,{26-170},1
68,26,46,1,machine,{26-172},1
68,27,41,1,machine,{27-159},1
68,27,41,1,machine,{27-161},1
68,27,45,1,machine,{27-162},1
68,28,40,1,machine,{28-154},1
68,28,44,1,machine,{28-157},1
68,28,44,1,machine,{28-159},1
68,29,39,1,machine,{29-147},1
68,29,43,1,machine,{29-149},1
68,29,43,1,machine,{29-151},1
68,29,47,1,machine,{29-153},1
68,29,47,1,machine,{29-154},1
68,30,38,1,machine,{30-138},1
68,30,42,1,machine,{30-140},1
68,30,42,1,machine,{30-142},1
68,30,46,1,machine,{30-143},1
68,30,46,1,machine,{30-145},1
68,31,37,1,machine,{31-130},1
68,31,41,1,machine,{31-132},1
68,31,45,1,machine,{31-134},1
68,31,45,1,machine,{31-136},1
68,32,40,1,machine,{32-124},1
68,32,44,1,machine,{32-126},1
68,32,48,1,machine,{32-129},1
68,33,39,1,machine,{33-116},1
68,33,43,1,machine,{33-118},1
68,33,47,1,machine,{33-120},1
68,33,47,1,machine,{33-122},1
68,34,38,1,machine,{34-108},1
68,34,42,1,machine,{34-109},1
68,34,46,1,machine,{34-111},1
68,34,46,1,machine,{34-113},1
68,34,50,1,machine,{34-114},1
68,35,37,1,machine,{35-99},1
68,35,41,1,machine,{35-100},1
68,35,45,1,machine,{35-102},1
68,35,49,1,machine,{35-104},1
68,35,49,1,machine,{35-106},1
68,36,36,1,machine,{36-92},1
68,36,44,1,machine,{36-94},1
68,36,48,1,machine,{36-96},1
68,37,43,1,machine,{37-86},1
68,37,47,1,machine,{37-88},1
68,37,51,1,machine,{37-90},1
68,38,42,1,machine,{38-79},1
68,38,46,1,machine,{38-80},1
68,38,50,1,machine,{38-82},1
68,38,50,1,machine,{38-84},1
68,39,41,1,machine,{39-72},1
68,39,45,1,machine,{39-73},1
68,39,49,1,machine,{39-75},1
68,39,53,1,machine,{39-77},1
68,40,40,1,machine,{40-66},1
68,40,48,1,machine,{40-68},1
68,40,52,1,machine,{40-70},1
68,41,47,1,machine,{41-62},1
68,41,51,1,machine,{41-64},1
68,42,46,1,machine,{42-57},1
68,42,50,1,machine,{42-58},1
68,42,54,1,machine,{42-60},1
68,43,45,1,machine,{43-51},1
68,43,49,1,machine,{43-52},1
68,43,53,1,machine,{43-54},1
68,44,44,1,machine,{44-47},1
68,44,52,1,machine,{44-49},1
68,45,51,1,machine,{45-44},1
68,45,55,1,machine,{45-46},1
68,46,50,1,machine,{46-40},1
68,46,54,1,machine,{46-41},1
68,47,49,1,machine,{47-36},1
68,47,53,1,machine,{47-37},1
68,48,48,1,machine,{48-32},1
68,48,56,1,machine,{48-34},1
68,49,55,1,machine,{49-30},1
68,50,54,1,machine,{50-27},1
68,50,58,1,machine,{50-28},1
68,51,53,1,machine,{51-23},1
68,51,57,1,machine,{51-24},1
68,52,52,1,machine,{52-21},1
68,53,59,1,machine,{53-19},1
68,54,58,1,machine,{54-17},1
68,55,57,1,machine,{55-14},1
68,55,61,1,machine,{55-15},1
68,56,56,1,machine,{56-12},1
68,58,62,1,machine,{58-10},1
68,59,61,1,machine,{59-8},1
68,60,60,1,machine,{60-7},1
68,63,65,1,machine,{63-4},1
68,64,64,1,machine,{64-3},1
69,15,39,1,machine,{15-154},1
69,16,38,1,machine,{16-165},1
69,17,41,1,machine,{17-178},1
69,18,40,1,machine,{18-182},1
69,19,39,1,machine,{19-182},1
69,19,39,1,machine,{19-184},1
69,20,38,1,machine,{20-187},1
69,20,42,1,machine,{20-190},1
69,20,42,1,machine,{20-192},1
69,21,41,1,machine,{21-192},1
69,21,41,1,machine,{21-195},1
69,21,41,1,machine,{21-197},1
69,22,40,1,machine,{22-190},1
69,22,40,1,machine,{22-192},1
69,22,40,1,machine,{22-194},1
69,22,44,1,machine,{22-193},1
69,23,43,1,machine,{23-189},1
69,23,43,1,machine,{23-191},1
69,24,38,1,machine,{24-185},1
69,24,42,1,machine,{24-186},1
69,24,42,1,machine,{24-189},1
69,25,41,1,machine,{25-182},1
69,25,41,1,machine,{25-184},1
69,25,45,1,machine,{25-185},1
69,25,45,1,machine,{25-188},1
69,26,40,1,machine,{26-174},1
69,26,40,1,machine,{26-176},1
69,26,44,1,machine,{26-178},1
69,26,44,1,machine,{26-180},1
69,26,44,1,machine,{26-181},1
69,27,39,1,machine,{27-166},1
69,27,39,1,machine,{27-168},1
69,27,43,1,machine,{27-169},1
69,27,43,1,machine,{27-171},1
69,27,47,1,machine,{27-173},1
69,28,38,1,machine,{28-161},1
69,28,42,1,machine,{28-163},1
69,28,42,1,machine,{28-165},1
69,28,46,1,machine,{28-166},1
69,29,41,1,machine,{29-158},1
69,29,45,1,machine,{29-161},1
69,29,45,1,machine,{29-163},1
69,30,40,1,machine,{30-148},1
69,30,44,1,machine,{30-150},1
69,30,44,1,machine,{30-152},1
69,30,48,1,machine,{30-154},1
69,30,48,1,machine,{30-155},1
69,31,39,1,machine,{31-138},1
69,31,43,1,machine,{31-140},1
69,31,43,1,machine,{31-142},1
69,31,47,1,machine,{31-143},1
69,31,47,1,machine,{31-145},1
69,32,38,1,machine,{32-131},1
69,32,42,1,machine,{32-133},1
69,32,46,1,machine,{32-135},1
69,32,46,1,machine,{32-137},1
69,33,41,1,machine,{33-125},1
69,33,45,1,machine,{33-127},1
69,33,49,1,machine,{33-130},1
69,34,40,1,machine,{34-116},1
69,34,44,1,machine,{34-118},1
69,34,48,1,machine,{34-120},1
69,34,48,1,machine,{34-122},1
69,35,39,1,machine,{35-108},1
69,35,43,1,machine,{35-109},1
69,35,47,1,machine,{35-111},1
69,35,47,1,machine,{35-113},1
69,35,51,1,machine,{35-114},1
69,36,38,1,machine,{36-99},1
69,36,42,1,machine,{36-100},1
69,36,46,1,machine,{36-102},1
69,36,50,1,machine,{36-104},1
69,36,50,1,machine,{36-106},1
69,37,37,1,machine,{37-92},1
69,37,45,1,machine,{37-94},1
69,37,49,1,machine,{37-96},1
69,38,44,1,machine,{38-86},1
69,38,48,1,machine,{38-88},1
69,38,52,1,machine,{38-90},1
69,39,43,1,machine,{39-79},1
69,39,47,1,machine,{39-80},1
69,39,51,1,machine,{39-82},1
69,39,51,1,machine,{39-84},1
69,40,42,1,machine,{40-72},1
69,40,46,1,machine,{40-73},1
69,40,50,1,machine,{40-75},1
69,40,54,1,machine,{40-77},1
69,41,41,1,machine,{41-66},1
69,41,49,1,machine,{41-68},1
69,41,53,1,machine,{41-70},1
69,42,48,1,machine,{42-62},1
69,42,52,1,machine,{42-64},1
69,43,47,1,machine,{43-57},1
69,43,51,1,machine,{43-58},1
69,43,55,1,machine,{43-60},1
69,44,46,1,machine,{44-51},1
69,44,50,1,machine,{44-52},1
69,44,54,1,machine,{44-54},1
69,45,45,1,machine,{45-47},1
69,45,53,1,machine,{45-49},1
69,46,52,1,machine,{46-44},1
69,46,56,1,machine,{46-46},1
69,47,51,1,machine,{47-40},1
69,47,55,1,machine,{47-41},1
69,48,50,1,machine,{48-36},1
69,48,54,1,machine,{48-37},1
69,49,49,1,machine,{49-32},1
69,49,57,1,machine,{49-34},1
69,50,56,1,machine,{50-30},1
69,51,55,1,machine,{51-27},1
69,51,59,1,machine,{51-28},1
69,52,54,1,machine,{52-23},1
69,52,58,1,machine,{52-24},1
69,53,53,1,machine,{53-21},1
69,54,60,1,machine,{54-19},1
69,55,59,1,machine,{55-17},1
69,56,58,1,machine,{56-14},1
69,56,62,1,machine,{56-15},1
69,57,57,1,machine,{57-12},1
69,59,63,1,machine,{59-10},1
69,60,62,1,machine,{60-8},1
69,61,61,1,machine,{61-7},1
70,16,40,1,machine,{16-168},1
70,17,39,1,machine,{17-182},1
70,18,38,1,machine,{18-186},1
70,18,42,1,machine,{18-187},1
70,18,42,1,machine,{18-189},1
70,20,40,1,machine,{20-197},1
70,20,40,1,machine,{20-199},1
70,21,39,1,machine,{21-200},1
70,21,43,1,machine,{21-203},1
70,21,43,1,machine,{21-205},1
70,22,38,1,machine,{22-198},1
70,22,42,1,machine,{22-199},1
70,22,42,1,machine,{22-202},1
70,22,42,1,machine,{22-204},1
70,23,41,1,machine,{23-196},1
70,23,41,1,machine,{23-198},1
70,23,41,1,machine,{23-200},1
